submission timestamp,customer name,customer email address,description,open/closed status,closed timestamp,paid,s_week,c_week
10/1/2016 3:07:12 PM|9:50:24 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,10/4/2016 1:12:00 PM|3:21:36 PM,458,40,41
10/1/2016 6:00:00 PM|3:21:36 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,10/4/2016 6:43:12 PM|10:04:48 AM,324,40,41
10/1/2016 11:31:12 PM|10:04:48 AM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,10/4/2016 9:36:00 PM|2:09:36 AM,,40,41
10/2/2016 2:24:00 AM|2:09:36 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,10/5/2016 3:07:12 AM|12:57:36 PM,2121,40,41
10/2/2016 7:55:12 AM|12:57:36 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,10/5/2016 6:00:00 AM|6:28:48 PM,1233,40,41
10/2/2016 10:48:00 AM|6:28:48 PM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,10/5/2016 11:31:12 AM|1:12:00 PM,32321,40,41
10/2/2016 4:19:12 PM|1:12:00 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,10/5/2016 2:24:00 PM|5:16:48 AM,333,40,41
10/2/2016 7:12:00 PM|5:16:48 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,10/5/2016 7:55:12 PM|4:04:48 PM,323,40,41
10/3/2016 12:43:12 AM|4:04:48 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,10/5/2016 10:48:00 PM|9:36:00 PM,456,41,41
10/3/2016 3:36:00 AM|9:36:00 PM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,10/6/2016 4:19:12 AM|4:19:12 PM,8756,41,41
10/3/2016 9:07:12 AM|4:19:12 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,10/6/2016 7:12:00 AM|8:24:00 AM,6565,41,41
10/3/2016 12:00:00 PM|8:24:00 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,10/6/2016 12:43:12 PM|7:12:00 PM,432,41,41
10/3/2016 5:31:12 PM|7:12:00 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,10/6/2016 3:36:00 PM|12:43:12 AM,458,41,41
10/3/2016 8:24:00 PM|12:43:12 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,10/6/2016 9:07:12 PM|7:26:24 PM,324,41,41
10/4/2016 1:55:12 AM|7:26:24 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,10/7/2016|11:31:12 AM,156,41,41
10/4/2016 4:48:00 AM|11:31:12 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,10/7/2016 5:31:12 AM|10:19:12 PM,2121,41,41
10/4/2016 10:19:12 AM|10:19:12 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,10/7/2016 8:24:00 AM|3:50:24 AM,1233,41,41
10/4/2016 1:12:00 PM|3:50:24 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,10/7/2016 1:55:12 PM|10:33:36 PM,32321,41,41
10/4/2016 6:43:12 PM|10:33:36 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,10/7/2016 4:48:00 PM|2:38:24 PM,333,41,41
10/4/2016 9:36:00 PM|2:38:24 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,10/7/2016 10:19:12 PM|1:26:24 AM,,41,41
10/5/2016 3:07:12 AM|1:26:24 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,10/8/2016 1:12:00 AM|6:57:36 AM,456,41,41
10/5/2016 6:00:00 AM|6:57:36 AM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,10/8/2016 6:43:12 AM|1:40:48 AM,8756,41,41
10/5/2016 11:31:12 AM|1:40:48 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,10/8/2016 9:36:00 AM|5:45:36 PM,6565,41,41
10/5/2016 2:24:00 PM|5:45:36 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,10/8/2016 3:07:12 PM|4:33:36 AM,432,41,41
10/5/2016 7:55:12 PM|4:33:36 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,10/8/2016 6:00:00 PM|10:04:48 AM,458,41,41
10/5/2016 10:48:00 PM|10:04:48 AM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,10/8/2016 11:31:12 PM|4:48:00 AM,324,41,41
10/6/2016 4:19:12 AM|4:48:00 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,10/9/2016 2:24:00 AM|8:52:48 PM,156,41,41
10/6/2016 7:12:00 AM|8:52:48 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,10/9/2016 7:55:12 AM|7:40:48 AM,2121,41,41
10/6/2016 12:43:12 PM|7:40:48 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,10/9/2016 10:48:00 AM|1:12:00 PM,1233,41,41
10/6/2016 3:36:00 PM|1:12:00 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,10/9/2016 4:19:12 PM|7:55:12 AM,32321,41,41
10/6/2016 9:07:12 PM|7:55:12 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,10/9/2016 7:12:00 PM|12:00:00 AM,333,41,41
10/7/2016|12:00:00 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,10/10/2016 12:43:12 AM|10:48:00 AM,323,41,42
10/7/2016 5:31:12 AM|10:48:00 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,10/10/2016 3:36:00 AM|4:19:12 PM,456,41,42
10/7/2016 8:24:00 AM|4:19:12 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,10/10/2016 9:07:12 AM|11:02:24 AM,8756,41,42
10/7/2016 1:55:12 PM|11:02:24 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,10/10/2016 12:00:00 PM|3:07:12 AM,6565,41,42
10/7/2016 4:48:00 PM|3:07:12 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,10/10/2016 5:31:12 PM|1:55:12 PM,432,41,42
10/7/2016 10:19:12 PM|1:55:12 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,10/10/2016 8:24:00 PM|7:26:24 PM,,41,42
10/8/2016 1:12:00 AM|7:26:24 PM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,10/11/2016 1:55:12 AM|2:09:36 PM,324,41,42
10/8/2016 6:43:12 AM|2:09:36 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,10/11/2016 4:48:00 AM|6:14:24 AM,156,41,42
10/8/2016 9:36:00 AM|6:14:24 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,10/11/2016 10:19:12 AM|5:02:24 PM,2121,41,42
10/8/2016 3:07:12 PM|5:02:24 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,10/11/2016 1:12:00 PM|10:33:36 PM,1233,41,42
10/8/2016 6:00:00 PM|10:33:36 PM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,10/11/2016 6:43:12 PM|5:16:48 PM,32321,41,42
10/8/2016 11:31:12 PM|5:16:48 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,10/11/2016 9:36:00 PM|9:21:36 AM,333,41,42
10/9/2016 2:24:00 AM|9:21:36 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,10/12/2016 3:07:12 AM|8:09:36 PM,323,41,42
10/9/2016 7:55:12 AM|8:09:36 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,10/12/2016 6:00:00 AM|1:40:48 AM,456,41,42
10/9/2016 10:48:00 AM|1:40:48 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,10/12/2016 11:31:12 AM|8:24:00 PM,8756,41,42
10/9/2016 4:19:12 PM|8:24:00 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,10/12/2016 2:24:00 PM|12:28:48 PM,6565,41,42
10/9/2016 7:12:00 PM|12:28:48 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,10/12/2016 7:55:12 PM|11:16:48 PM,432,41,42
10/10/2016 12:43:12 AM|11:16:48 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,10/12/2016 10:48:00 PM|4:48:00 AM,458,42,42
10/10/2016 3:36:00 AM|4:48:00 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,10/13/2016 4:19:12 AM|11:31:12 PM,324,42,42
10/10/2016 9:07:12 AM|11:31:12 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,10/13/2016 7:12:00 AM|3:36:00 PM,156,42,42
10/10/2016 12:00:00 PM|3:36:00 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,10/13/2016 12:43:12 PM|2:24:00 AM,2121,42,42
10/10/2016 5:31:12 PM|2:24:00 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,10/13/2016 3:36:00 PM|7:55:12 AM,1233,42,42
10/10/2016 8:24:00 PM|7:55:12 AM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,10/13/2016 9:07:12 PM|2:38:24 AM,,42,42
10/11/2016 1:55:12 AM|2:38:24 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,10/14/2016|6:43:12 PM,333,42,42
10/11/2016 4:48:00 AM|6:43:12 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,10/14/2016 5:31:12 AM|5:31:12 AM,323,42,42
10/11/2016 10:19:12 AM|5:31:12 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,10/14/2016 8:24:00 AM|11:02:24 AM,456,42,42
10/11/2016 1:12:00 PM|11:02:24 AM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,10/14/2016 1:55:12 PM|5:45:36 AM,8756,42,42
10/11/2016 6:43:12 PM|5:45:36 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,10/14/2016 4:48:00 PM|9:50:24 PM,6565,42,42
10/11/2016 9:36:00 PM|9:50:24 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,10/14/2016 10:19:12 PM|8:38:24 AM,432,42,42
10/12/2016 3:07:12 AM|8:38:24 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,10/15/2016 1:12:00 AM|2:09:36 PM,458,42,42
10/12/2016 6:00:00 AM|2:09:36 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,10/15/2016 6:43:12 AM|8:52:48 AM,324,42,42
10/12/2016 11:31:12 AM|8:52:48 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,10/15/2016 9:36:00 AM|12:57:36 AM,156,42,42
10/12/2016 2:24:00 PM|12:57:36 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,10/15/2016 3:07:12 PM|11:45:36 AM,2121,42,42
10/12/2016 7:55:12 PM|11:45:36 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,10/15/2016 6:00:00 PM|5:16:48 PM,1233,42,42
10/12/2016 10:48:00 PM|5:16:48 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,10/15/2016 11:31:12 PM|12:00:00 PM,32321,42,42
10/13/2016 4:19:12 AM|12:00:00 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,10/16/2016 2:24:00 AM|4:04:48 AM,333,42,42
10/13/2016 7:12:00 AM|4:04:48 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,10/16/2016 7:55:12 AM|2:52:48 PM,323,42,42
10/13/2016 12:43:12 PM|2:52:48 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,10/16/2016 10:48:00 AM|8:24:00 PM,456,42,42
10/13/2016 3:36:00 PM|8:24:00 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,10/16/2016 4:19:12 PM|3:07:12 PM,8756,42,42
10/13/2016 9:07:12 PM|3:07:12 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,10/16/2016 7:12:00 PM|7:12:00 AM,,42,42
10/14/2016|7:12:00 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,10/17/2016 12:43:12 AM|6:00:00 PM,432,42,43
10/14/2016 5:31:12 AM|6:00:00 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,10/17/2016 3:36:00 AM|11:31:12 PM,458,42,43
10/14/2016 8:24:00 AM|11:31:12 PM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,10/17/2016 9:07:12 AM|6:14:24 PM,324,42,43
10/14/2016 1:55:12 PM|6:14:24 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,10/17/2016 12:00:00 PM|10:19:12 AM,156,42,43
10/14/2016 4:48:00 PM|10:19:12 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,10/17/2016 5:31:12 PM|9:07:12 PM,2121,42,43
10/14/2016 10:19:12 PM|9:07:12 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,10/17/2016 8:24:00 PM|2:38:24 AM,1233,42,43
10/15/2016 1:12:00 AM|2:38:24 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,10/18/2016 1:55:12 AM|9:21:36 PM,32321,42,43
10/15/2016 6:43:12 AM|9:21:36 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,10/18/2016 4:48:00 AM|1:26:24 PM,333,42,43
10/15/2016 9:36:00 AM|1:26:24 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,10/18/2016 10:19:12 AM|12:14:24 AM,323,42,43
10/15/2016 3:07:12 PM|12:14:24 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,10/18/2016 1:12:00 PM|5:45:36 AM,456,42,43
10/15/2016 6:00:00 PM|5:45:36 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,10/18/2016 6:43:12 PM|12:28:48 AM,8756,42,43
10/15/2016 11:31:12 PM|12:28:48 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,10/18/2016 9:36:00 PM|4:33:36 PM,6565,42,43
10/16/2016 2:24:00 AM|4:33:36 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,10/19/2016 3:07:12 AM|3:21:36 AM,432,42,43
10/16/2016 7:55:12 AM|3:21:36 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,10/19/2016 6:00:00 AM|8:52:48 AM,458,42,43
10/16/2016 10:48:00 AM|8:52:48 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,10/19/2016 11:31:12 AM|3:36:00 AM,324,42,43
10/16/2016 4:19:12 PM|3:36:00 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,10/19/2016 2:24:00 PM|7:40:48 PM,156,42,43
10/16/2016 7:12:00 PM|7:40:48 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,10/19/2016 7:55:12 PM|6:28:48 AM,,42,43
10/17/2016 12:43:12 AM|6:28:48 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,10/19/2016 10:48:00 PM|12:00:00 PM,1233,43,43
10/17/2016 3:36:00 AM|12:00:00 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,10/20/2016 4:19:12 AM|6:43:12 AM,32321,43,43
10/17/2016 9:07:12 AM|6:43:12 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,10/20/2016 7:12:00 AM|10:48:00 PM,333,43,43
10/17/2016 12:00:00 PM|10:48:00 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,10/20/2016 12:43:12 PM|9:36:00 AM,323,43,43
10/17/2016 5:31:12 PM|9:36:00 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,10/20/2016 3:36:00 PM|3:07:12 PM,456,43,43
10/17/2016 8:24:00 PM|3:07:12 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,10/20/2016 9:07:12 PM|9:50:24 AM,8756,43,43
10/18/2016 1:55:12 AM|9:50:24 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,10/21/2016|1:55:12 AM,6565,43,43
10/18/2016 4:48:00 AM|1:55:12 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,10/21/2016 5:31:12 AM|12:43:12 PM,432,43,43
10/18/2016 10:19:12 AM|12:43:12 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,10/21/2016 8:24:00 AM|6:14:24 PM,458,43,43
10/18/2016 1:12:00 PM|6:14:24 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,10/21/2016 1:55:12 PM|12:57:36 PM,324,43,43
10/18/2016 6:43:12 PM|12:57:36 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,10/21/2016 4:48:00 PM|5:02:24 AM,156,43,43
10/18/2016 9:36:00 PM|5:02:24 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,10/21/2016 10:19:12 PM|3:50:24 PM,2121,43,43
10/19/2016 3:07:12 AM|3:50:24 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,10/22/2016 1:12:00 AM|9:21:36 PM,1233,43,43
10/19/2016 6:00:00 AM|9:21:36 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,10/22/2016 6:43:12 AM|4:04:48 PM,32321,43,43
10/19/2016 11:31:12 AM|4:04:48 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,10/22/2016 9:36:00 AM|8:09:36 AM,333,43,43
10/19/2016 2:24:00 PM|8:09:36 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,10/22/2016 3:07:12 PM|6:57:36 PM,323,43,43
10/19/2016 7:55:12 PM|6:57:36 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,10/22/2016 6:00:00 PM|12:28:48 AM,,43,43
10/19/2016 10:48:00 PM|12:28:48 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,10/22/2016 11:31:12 PM|7:12:00 PM,8756,43,43
10/20/2016 4:19:12 AM|7:12:00 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,10/23/2016 2:24:00 AM|11:16:48 AM,6565,43,43
10/20/2016 7:12:00 AM|11:16:48 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,10/23/2016 7:55:12 AM|10:04:48 PM,432,43,43
10/20/2016 12:43:12 PM|10:04:48 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,10/23/2016 10:48:00 AM|3:36:00 AM,458,43,43
10/20/2016 3:36:00 PM|3:36:00 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,10/23/2016 4:19:12 PM|10:19:12 PM,324,43,43
10/20/2016 9:07:12 PM|10:19:12 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,10/23/2016 7:12:00 PM|2:24:00 PM,156,43,43
10/21/2016|2:24:00 PM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,10/24/2016 12:43:12 AM|1:12:00 AM,2121,43,44
10/21/2016 5:31:12 AM|1:12:00 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,10/24/2016 3:36:00 AM|6:43:12 AM,1233,43,44
10/21/2016 8:24:00 AM|6:43:12 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,10/24/2016 9:07:12 AM|1:26:24 AM,32321,43,44
10/21/2016 1:55:12 PM|1:26:24 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,10/24/2016 12:00:00 PM|5:31:12 PM,333,43,44
10/21/2016 4:48:00 PM|5:31:12 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,10/24/2016 5:31:12 PM|4:19:12 AM,323,43,44
10/21/2016 10:19:12 PM|4:19:12 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,10/24/2016 8:24:00 PM|9:50:24 AM,456,43,44
10/22/2016 1:12:00 AM|9:50:24 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,10/25/2016 1:55:12 AM|4:33:36 AM,8756,43,44
10/22/2016 6:43:12 AM|4:33:36 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,10/25/2016 4:48:00 AM|8:38:24 PM,6565,43,44
10/22/2016 9:36:00 AM|8:38:24 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,10/25/2016 10:19:12 AM|7:26:24 AM,432,43,44
10/22/2016 3:07:12 PM|7:26:24 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,10/25/2016 1:12:00 PM|12:57:36 PM,458,43,44
10/22/2016 6:00:00 PM|12:57:36 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,10/25/2016 6:43:12 PM|7:40:48 AM,,43,44
10/22/2016 11:31:12 PM|7:40:48 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,10/25/2016 9:36:00 PM|11:45:36 PM,156,43,44
10/23/2016 2:24:00 AM|11:45:36 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,10/26/2016 3:07:12 AM|10:33:36 AM,2121,43,44
10/23/2016 7:55:12 AM|10:33:36 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,10/26/2016 6:00:00 AM|4:04:48 PM,1233,43,44
10/23/2016 10:48:00 AM|4:04:48 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,10/26/2016 11:31:12 AM|10:48:00 AM,32321,43,44
10/23/2016 4:19:12 PM|10:48:00 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,10/26/2016 2:24:00 PM|2:52:48 AM,333,43,44
10/23/2016 7:12:00 PM|2:52:48 AM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,10/26/2016 7:55:12 PM|1:40:48 PM,323,43,44
10/24/2016 12:43:12 AM|1:40:48 PM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,10/26/2016 10:48:00 PM|7:12:00 PM,456,44,44
10/24/2016 3:36:00 AM|7:12:00 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,10/27/2016 4:19:12 AM|1:55:12 PM,8756,44,44
10/24/2016 9:07:12 AM|1:55:12 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,10/27/2016 7:12:00 AM|6:00:00 AM,6565,44,44
10/24/2016 12:00:00 PM|6:00:00 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,10/27/2016 12:43:12 PM|4:48:00 PM,432,44,44
10/24/2016 5:31:12 PM|4:48:00 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,10/27/2016 3:36:00 PM|10:19:12 PM,458,44,44
10/24/2016 8:24:00 PM|10:19:12 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,10/27/2016 9:07:12 PM|5:02:24 PM,324,44,44
10/25/2016 1:55:12 AM|5:02:24 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,10/28/2016|9:07:12 AM,156,44,44
10/25/2016 4:48:00 AM|9:07:12 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,10/28/2016 5:31:12 AM|7:55:12 PM,2121,44,44
10/25/2016 10:19:12 AM|7:55:12 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,10/28/2016 8:24:00 AM|1:26:24 AM,1233,44,44
10/25/2016 1:12:00 PM|1:26:24 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,10/28/2016 1:55:12 PM|8:09:36 PM,32321,44,44
10/25/2016 6:43:12 PM|8:09:36 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,10/28/2016 4:48:00 PM|12:14:24 PM,,44,44
10/25/2016 9:36:00 PM|12:14:24 PM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,10/28/2016 10:19:12 PM|11:02:24 PM,323,44,44
10/26/2016 3:07:12 AM|11:02:24 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,10/29/2016 1:12:00 AM|4:33:36 AM,456,44,44
10/26/2016 6:00:00 AM|4:33:36 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,10/29/2016 6:43:12 AM|11:16:48 PM,8756,44,44
10/26/2016 11:31:12 AM|11:16:48 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,10/29/2016 9:36:00 AM|3:21:36 PM,6565,44,44
10/26/2016 2:24:00 PM|3:21:36 PM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,10/29/2016 3:07:12 PM|2:09:36 AM,432,44,44
10/26/2016 7:55:12 PM|2:09:36 AM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,10/29/2016 6:00:00 PM|7:40:48 AM,458,44,44
10/26/2016 10:48:00 PM|7:40:48 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,10/29/2016 11:31:12 PM|2:24:00 AM,324,44,44
10/27/2016 4:19:12 AM|2:24:00 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,10/30/2016 2:24:00 AM|6:28:48 PM,156,44,44
10/27/2016 7:12:00 AM|6:28:48 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,10/30/2016 7:55:12 AM|5:16:48 AM,2121,44,44
10/27/2016 12:43:12 PM|5:16:48 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,10/30/2016 10:48:00 AM|10:48:00 AM,1233,44,44
10/27/2016 3:36:00 PM|10:48:00 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,10/30/2016 4:19:12 PM|5:31:12 AM,32321,44,44
10/27/2016 9:07:12 PM|5:31:12 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,10/30/2016 7:12:00 PM|9:36:00 PM,333,44,44
10/28/2016|9:36:00 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,10/31/2016 12:43:12 AM|8:24:00 AM,323,44,45
10/28/2016 5:31:12 AM|8:24:00 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,10/31/2016 3:36:00 AM|1:55:12 PM,456,44,45
10/28/2016 8:24:00 AM|1:55:12 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,10/31/2016 9:07:12 AM|8:38:24 AM,8756,44,45
10/28/2016 1:55:12 PM|8:38:24 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,10/31/2016 12:00:00 PM|12:43:12 AM,6565,44,45
10/28/2016 4:48:00 PM|12:43:12 AM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,10/31/2016 5:31:12 PM|11:31:12 AM,,44,45
